produkt,datum_excel,zeitscheibe,durchschnittspreis_de_eur_mw_h,hoechster_zuschlag_de_eur_mw_h
aFRR,45695.0,POS_08_12,17.96,20.06
aFRR,45695.0,POS_12_16,9.65,10.39
aFRR,45695.0,POS_16_20,18.41,19.0
aFRR,45695.0,POS_20_24,6.16,6.59
aFRR,45695.0,NEG_00_04,3.3,3.6
aFRR,45695.0,NEG_04_08,2.88,3.33
aFRR,45695.0,NEG_08_12,1.32,1.8
aFRR,45695.0,NEG_12_16,2.8,3.5
aFRR,45695.0,NEG_16_20,0.64,1.0
aFRR,45695.0,NEG_20_24,1.1,1.4
aFRR,45696.0,POS_00_04,2.63,3.5
aFRR,45696.0,POS_04_08,8.51,8.8
aFRR,45696.0,POS_08_12,12.23,12.89
aFRR,45696.0,POS_12_16,7.58,7.84
aFRR,45696.0,POS_16_20,14.98,16.85
aFRR,45696.0,POS_20_24,5.68,6.06
aFRR,45696.0,NEG_00_04,3.41,4.56
aFRR,45696.0,NEG_04_08,3.17,4.86
aFRR,45696.0,NEG_08_12,1.63,3.33
aFRR,45696.0,NEG_12_16,3.08,3.93
aFRR,45696.0,NEG_16_20,0.7,0.9
aFRR,45696.0,NEG_20_24,0.92,1.12
aFRR,45697.0,POS_00_04,2.62,2.95
aFRR,45697.0,POS_04_08,6.75,7.09
aFRR,45697.0,POS_08_12,8.94,9.76
aFRR,45697.0,POS_12_16,6.13,6.88
aFRR,45697.0,POS_16_20,12.29,14.0
aFRR,45697.0,POS_20_24,5.18,5.47
aFRR,45697.0,NEG_00_04,3.0,3.41
aFRR,45697.0,NEG_04_08,2.82,3.08
aFRR,45697.0,NEG_08_12,1.54,2.0
aFRR,45697.0,NEG_12_16,2.79,3.24
aFRR,45697.0,NEG_16_20,0.63,0.77
aFRR,45697.0,NEG_20_24,0.85,0.99
aFRR,45698.0,POS_00_04,2.45,2.89
aFRR,45698.0,POS_04_08,9.66,14.07
aFRR,45698.0,POS_08_12,16.02,24.7
aFRR,45698.0,POS_12_16,6.22,7.44
aFRR,45698.0,POS_16_20,11.62,16.75
aFRR,45698.0,POS_20_24,4.72,5.17
aFRR,45698.0,NEG_00_04,2.74,2.91
aFRR,45698.0,NEG_04_08,2.42,2.7
aFRR,45698.0,NEG_08_12,1.3,1.5
aFRR,45698.0,NEG_12_16,2.43,2.81
aFRR,45698.0,NEG_16_20,0.63,0.93
aFRR,45698.0,NEG_20_24,1.06,5.14
aFRR,45699.0,POS_00_04,2.26,2.53
aFRR,45699.0,POS_04_08,8.69,10.5
aFRR,45699.0,POS_08_12,12.74,15.19
aFRR,45699.0,POS_12_16,6.54,13.8
aFRR,45699.0,POS_16_20,15.19,18.77
aFRR,45699.0,POS_20_24,4.87,5.83
aFRR,45699.0,NEG_00_04,9.81,21.61
aFRR,45699.0,NEG_04_08,4.62,9.63
aFRR,45699.0,NEG_08_12,1.77,2.85
aFRR,45699.0,NEG_12_16,2.28,3.0
aFRR,45699.0,NEG_16_20,0.61,0.72
aFRR,45699.0,NEG_20_24,1.45,2.17
aFRR,45700.0,POS_00_04,2.32,2.67
aFRR,45700.0,POS_04_08,10.22,13.18
aFRR,45700.0,POS_08_12,16.19,24.04
aFRR,45700.0,POS_12_16,8.94,11.93
aFRR,45700.0,POS_16_20,22.45,37.56
aFRR,45700.0,POS_20_24,5.43,6.75
aFRR,45700.0,NEG_00_04,6.73,9.0
aFRR,45700.0,NEG_04_08,3.83,5.16
aFRR,45700.0,NEG_08_12,1.69,2.0
aFRR,45700.0,NEG_12_16,2.0,2.34
aFRR,45700.0,NEG_16_20,0.56,0.64
aFRR,45700.0,NEG_20_24,1.35,1.55
aFRR,45701.0,POS_00_04,2.44,2.86
aFRR,45701.0,POS_04_08,12.12,15.07
aFRR,45701.0,POS_08_12,21.05,26.32
aFRR,45701.0,POS_12_16,10.09,11.55
aFRR,45701.0,POS_16_20,27.06,31.32
aFRR,45701.0,POS_20_24,5.73,6.38
aFRR,45701.0,NEG_00_04,4.82,6.0
aFRR,45701.0,NEG_04_08,3.2,3.7
aFRR,45701.0,NEG_08_12,1.45,1.66
aFRR,45701.0,NEG_12_16,1.69,2.1
aFRR,45701.0,NEG_16_20,0.5,0.57
aFRR,45701.0,NEG_20_24,1.13,1.29
aFRR,45702.0,POS_00_04,2.48,2.98
aFRR,45702.0,POS_04_08,13.57,16.68
aFRR,45702.0,POS_08_12,25.61,47.04
aFRR,45702.0,POS_12_16,9.99,11.53
aFRR,45702.0,POS_16_20,69.16,110.5
aFRR,45702.0,POS_20_24,12.69,19.29
aFRR,45702.0,NEG_00_04,3.86,5.09
aFRR,45702.0,NEG_04_08,2.69,2.99
aFRR,45702.0,NEG_08_12,1.28,1.42
aFRR,45702.0,NEG_12_16,1.46,1.69
aFRR,45702.0,NEG_16_20,0.45,0.55
aFRR,45702.0,NEG_20_24,0.95,1.05
aFRR,45703.0,POS_00_04,2.62,3.91
aFRR,45703.0,POS_04_08,9.85,10.4
aFRR,45703.0,POS_08_12,16.75,18.1
aFRR,45703.0,POS_12_16,7.59,8.26
aFRR,45703.0,POS_16_20,34.32,41.12
aFRR,45703.0,POS_20_24,8.56,10.36
aFRR,45703.0,NEG_00_04,3.26,3.63
aFRR,45703.0,NEG_04_08,2.45,2.63
aFRR,45703.0,NEG_08_12,1.42,1.95
aFRR,45703.0,NEG_12_16,1.8,5.2
aFRR,45703.0,NEG_16_20,0.61,0.97
aFRR,45703.0,NEG_20_24,0.91,1.0
aFRR,45704.0,POS_00_04,2.77,3.15
aFRR,45704.0,POS_04_08,7.38,7.93
aFRR,45704.0,POS_08_12,10.69,11.88
aFRR,45704.0,POS_12_16,5.97,6.49
aFRR,45704.0,POS_16_20,16.51,18.73
aFRR,45704.0,POS_20_24,6.12,6.8
aFRR,45704.0,NEG_00_04,2.99,3.4
aFRR,45704.0,NEG_04_08,2.48,2.98
aFRR,45704.0,NEG_08_12,1.9,3.19
aFRR,45704.0,NEG_12_16,5.23,16.0
aFRR,45704.0,NEG_16_20,0.76,0.9
aFRR,45704.0,NEG_20_24,0.86,0.95
aFRR,45705.0,POS_00_04,2.67,2.89
aFRR,45705.0,POS_04_08,12.78,17.82
aFRR,45705.0,POS_08_12,19.66,25.92
aFRR,45705.0,POS_12_16,7.89,11.2
aFRR,45705.0,POS_16_20,49.87,65.71
aFRR,45705.0,POS_20_24,9.89,14.08
aFRR,45705.0,NEG_00_04,2.62,2.89
aFRR,45705.0,NEG_04_08,2.11,2.38
aFRR,45705.0,NEG_08_12,1.7,1.99
aFRR,45705.0,NEG_12_16,4.99,10.02
aFRR,45705.0,NEG_16_20,0.62,0.76
aFRR,45705.0,NEG_20_24,0.78,0.92
aFRR,45706.0,POS_00_04,2.53,2.78
aFRR,45706.0,POS_04_08,11.3,13.08
aFRR,45706.0,POS_08_12,19.16,30.0
aFRR,45706.0,POS_12_16,184.93,1005.56
aFRR,45706.0,POS_16_20,33.87,45.29
aFRR,45706.0,POS_20_24,7.96,9.33
aFRR,45706.0,NEG_00_04,2.28,2.47
aFRR,45706.0,NEG_04_08,1.84,2.15
aFRR,45706.0,NEG_08_12,1.56,1.9
aFRR,45706.0,NEG_12_16,26.33,388.0
aFRR,45706.0,NEG_16_20,0.55,0.65
aFRR,45706.0,NEG_20_24,0.76,0.9
aFRR,45707.0,POS_00_04,2.45,2.68
aFRR,45707.0,POS_04_08,10.15,11.8
aFRR,45707.0,POS_08_12,17.34,19.68
aFRR,45707.0,POS_12_16,46.79,69.75
aFRR,45707.0,POS_16_20,25.14,28.76
aFRR,45707.0,POS_20_24,6.95,7.93
aFRR,45707.0,NEG_00_04,2.13,2.79
aFRR,45707.0,NEG_04_08,1.88,2.37
aFRR,45707.0,NEG_08_12,1.87,4.49
aFRR,45707.0,NEG_12_16,24.64,37.9
aFRR,45707.0,NEG_16_20,0.52,0.66
aFRR,45707.0,NEG_20_24,0.76,0.95
aFRR,45708.0,POS_00_04,2.41,2.6
aFRR,45708.0,POS_04_08,9.31,9.98
aFRR,45708.0,POS_08_12,14.53,15.98
aFRR,45708.0,POS_12_16,22.64,27.1
aFRR,45708.0,POS_16_20,18.73,21.11
aFRR,45708.0,POS_20_24,6.2,6.44
aFRR,45708.0,NEG_00_04,2.23,2.57
aFRR,45708.0,NEG_04_08,1.97,2.19
aFRR,45708.0,NEG_08_12,2.33,2.91
aFRR,45708.0,NEG_12_16,13.03,16.42
aFRR,45708.0,NEG_16_20,0.52,0.77
aFRR,45708.0,NEG_20_24,0.89,2.0
aFRR,45709.0,POS_00_04,2.27,2.4
aFRR,45709.0,POS_04_08,8.54,9.42
aFRR,45709.0,POS_08_12,12.08,14.03
aFRR,45709.0,POS_12_16,12.81,14.54
aFRR,45709.0,POS_16_20,14.51,15.99
aFRR,45709.0,POS_20_24,5.41,5.76
aFRR,45709.0,NEG_00_04,2.41,4.12
aFRR,45709.0,NEG_04_08,1.83,1.99
aFRR,45709.0,NEG_08_12,2.01,2.3
aFRR,45709.0,NEG_12_16,9.07,11.09
aFRR,45709.0,NEG_16_20,0.55,0.65
aFRR,45709.0,NEG_20_24,1.94,3.99
aFRR,45710.0,POS_00_04,1.94,2.23
aFRR,45710.0,POS_04_08,6.85,7.51
aFRR,45710.0,POS_08_12,9.45,10.29
aFRR,45710.0,POS_12_16,8.32,9.25
aFRR,45710.0,POS_16_20,12.31,13.51
aFRR,45710.0,POS_20_24,4.79,5.29
aFRR,45710.0,NEG_00_04,6.31,16.8
aFRR,45710.0,NEG_04_08,5.0,14.88
aFRR,45710.0,NEG_08_12,3.71,6.44
aFRR,45710.0,NEG_12_16,9.03,16.02
aFRR,45710.0,NEG_16_20,0.56,0.97
aFRR,45710.0,NEG_20_24,1.77,2.69
aFRR,45711.0,POS_00_04,1.91,2.21
aFRR,45711.0,POS_04_08,5.92,6.45
aFRR,45711.0,POS_08_12,7.9,8.95
aFRR,45711.0,POS_12_16,6.09,6.91
aFRR,45711.0,POS_16_20,11.66,14.2
aFRR,45711.0,POS_20_24,4.39,5.36
aFRR,45711.0,NEG_00_04,5.75,7.54
aFRR,45711.0,NEG_04_08,4.54,6.12
aFRR,45711.0,NEG_08_12,3.74,5.0
aFRR,45711.0,NEG_12_16,11.39,18.28
aFRR,45711.0,NEG_16_20,0.58,0.72
aFRR,45711.0,NEG_20_24,1.77,2.16
aFRR,45712.0,POS_00_04,1.84,1.98
aFRR,45712.0,POS_04_08,6.23,9.44
aFRR,45712.0,POS_08_12,10.21,13.2
aFRR,45712.0,POS_12_16,7.0,9.41
aFRR,45712.0,POS_16_20,14.33,20.0
aFRR,45712.0,POS_20_24,5.78,10.66
aFRR,45712.0,NEG_00_04,11.8,27.85
aFRR,45712.0,NEG_04_08,8.49,16.53
aFRR,45712.0,NEG_08_12,3.68,5.12
aFRR,45712.0,NEG_12_16,10.64,13.9
aFRR,45712.0,NEG_16_20,0.53,0.66
aFRR,45712.0,NEG_20_24,1.48,1.83
aFRR,45713.0,POS_00_04,1.95,2.84
aFRR,45713.0,POS_04_08,10.2,14.2
aFRR,45713.0,POS_08_12,15.09,19.77
aFRR,45713.0,POS_12_16,9.17,12.34
aFRR,45713.0,POS_16_20,53.75,77.38
aFRR,45713.0,POS_20_24,9.61,12.14
aFRR,45713.0,NEG_00_04,8.69,10.76
aFRR,45713.0,NEG_04_08,6.57,8.36
aFRR,45713.0,NEG_08_12,2.99,3.42
aFRR,45713.0,NEG_12_16,7.16,9.2
aFRR,45713.0,NEG_16_20,0.47,0.55
aFRR,45713.0,NEG_20_24,1.15,1.44
aFRR,45714.0,POS_00_04,2.26,2.89
aFRR,45714.0,POS_04_08,10.52,12.2
aFRR,45714.0,POS_08_12,14.0,17.78
aFRR,45714.0,POS_12_16,8.86,9.96
aFRR,45714.0,POS_16_20,36.85,44.06
aFRR,45714.0,POS_20_24,8.85,10.03
aFRR,45714.0,NEG_00_04,4.54,6.62
aFRR,45714.0,NEG_04_08,4.11,5.37
aFRR,45714.0,NEG_08_12,2.25,2.6
aFRR,45714.0,NEG_12_16,5.56,6.3
aFRR,45714.0,NEG_16_20,0.46,0.52
aFRR,45714.0,NEG_20_24,1.02,1.19
aFRR,45715.0,POS_00_04,2.3,2.76
aFRR,45715.0,POS_04_08,9.52,10.38
aFRR,45715.0,POS_08_12,12.32,13.63
aFRR,45715.0,POS_12_16,7.97,8.73
aFRR,45715.0,POS_16_20,26.86,29.05
aFRR,45715.0,POS_20_24,7.96,8.35
aFRR,45715.0,NEG_00_04,3.96,4.36
aFRR,45715.0,NEG_04_08,3.43,3.87
aFRR,45715.0,NEG_08_12,2.02,2.23
aFRR,45715.0,NEG_12_16,4.71,5.4
aFRR,45715.0,NEG_16_20,0.43,0.48
aFRR,45715.0,NEG_20_24,0.89,1.0
aFRR,45716.0,POS_00_04,2.31,2.66
aFRR,45716.0,POS_04_08,8.9,9.63
aFRR,45716.0,POS_08_12,26.7,43.56
aFRR,45716.0,POS_12_16,7.24,7.65
aFRR,45716.0,POS_16_20,21.68,24.94
aFRR,45716.0,POS_20_24,7.23,8.36
aFRR,45716.0,NEG_00_04,3.09,3.62
aFRR,45716.0,NEG_04_08,2.73,3.08
aFRR,45716.0,NEG_08_12,1.8,2.73
aFRR,45716.0,NEG_12_16,4.01,4.44
aFRR,45716.0,NEG_16_20,0.37,0.46
aFRR,45716.0,NEG_20_24,0.76,0.87
aFRR,45717.0,POS_00_04,2.46,4.75
aFRR,45717.0,POS_04_08,7.26,8.13
aFRR,45717.0,POS_08_12,15.07,17.39
aFRR,45717.0,POS_12_16,6.09,6.45
aFRR,45717.0,POS_16_20,16.85,18.62
aFRR,45717.0,POS_20_24,6.37,6.99
aFRR,45717.0,NEG_00_04,2.72,2.97
aFRR,45717.0,NEG_04_08,2.48,2.9
aFRR,45717.0,NEG_08_12,2.0,2.58
aFRR,45717.0,NEG_12_16,4.23,6.55
aFRR,45717.0,NEG_16_20,0.39,0.49
aFRR,45717.0,NEG_20_24,0.77,0.87
aFRR,45718.0,POS_00_04,3.06,4.84
aFRR,45718.0,POS_04_08,5.98,6.35
aFRR,45718.0,POS_08_12,9.88,11.62
aFRR,45718.0,POS_12_16,4.94,5.37
aFRR,45718.0,POS_16_20,13.71,16.57
aFRR,45718.0,POS_20_24,5.66,6.04
aFRR,45718.0,NEG_00_04,2.59,2.83
aFRR,45718.0,NEG_04_08,2.49,2.85
aFRR,45718.0,NEG_08_12,8.18,24.69
aFRR,45718.0,NEG_12_16,23.33,63.09
aFRR,45718.0,NEG_16_20,0.82,3.23
aFRR,45718.0,NEG_20_24,0.81,1.44
aFRR,45719.0,POS_00_04,3.04,3.49
aFRR,45719.0,POS_04_08,7.4,9.11
aFRR,45719.0,POS_08_12,10.86,13.32
aFRR,45719.0,POS_12_16,6.01,7.88
aFRR,45719.0,POS_16_20,19.79,27.49
aFRR,45719.0,POS_20_24,7.13,9.77
aFRR,45719.0,NEG_00_04,2.48,2.92
aFRR,45719.0,NEG_04_08,2.3,2.53
aFRR,45719.0,NEG_08_12,7.88,15.6
aFRR,45719.0,NEG_12_16,26.22,41.81
aFRR,45719.0,NEG_16_20,0.98,1.74
aFRR,45719.0,NEG_20_24,0.86,1.01
aFRR,45720.0,POS_00_04,2.74,2.99
aFRR,45720.0,POS_04_08,7.89,9.71
aFRR,45720.0,POS_08_12,10.95,12.69
aFRR,45720.0,POS_12_16,6.07,7.62
aFRR,45720.0,POS_16_20,21.14,25.09
aFRR,45720.0,POS_20_24,7.08,7.66
aFRR,45720.0,NEG_00_04,2.27,2.4
aFRR,45720.0,NEG_04_08,2.12,2.35
aFRR,45720.0,NEG_08_12,9.9,25.5
aFRR,45720.0,NEG_12_16,25.79,40.0
aFRR,45720.0,NEG_16_20,1.03,1.7
aFRR,45720.0,NEG_20_24,0.89,1.01
aFRR,45721.0,POS_00_04,2.46,2.76
aFRR,45721.0,POS_04_08,7.47,8.13
aFRR,45721.0,POS_08_12,10.05,12.81
aFRR,45721.0,POS_12_16,5.73,8.52
aFRR,45721.0,POS_16_20,19.41,21.81
aFRR,45721.0,POS_20_24,6.55,7.55
aFRR,45721.0,NEG_00_04,2.12,2.35
aFRR,45721.0,NEG_04_08,2.07,2.28
aFRR,45721.0,NEG_08_12,19.25,31.23
aFRR,45721.0,NEG_12_16,36.59,60.0
aFRR,45721.0,NEG_16_20,1.38,2.35
aFRR,45721.0,NEG_20_24,0.88,1.0
aFRR,45722.0,POS_00_04,6.14,24.92
aFRR,45722.0,POS_04_08,11.91,21.25
aFRR,45722.0,POS_08_12,19.26,61.72
aFRR,45722.0,POS_12_16,66.71,371.92
aFRR,45722.0,POS_16_20,22.4,29.87
aFRR,45722.0,POS_20_24,6.71,8.04
aFRR,45722.0,NEG_00_04,2.33,5.69
aFRR,45722.0,NEG_04_08,2.34,8.0
aFRR,45722.0,NEG_08_12,23.72,35.75
aFRR,45722.0,NEG_12_16,46.34,75.0
aFRR,45722.0,NEG_16_20,1.65,3.0
aFRR,45722.0,NEG_20_24,0.9,2.11
aFRR,45723.0,POS_00_04,6.44,8.92
aFRR,45723.0,POS_04_08,11.58,14.12
aFRR,45723.0,POS_08_12,16.82,23.12
aFRR,45723.0,POS_12_16,29.27,44.34
aFRR,45723.0,POS_16_20,28.55,39.8
aFRR,45723.0,POS_20_24,10.81,21.88
aFRR,45723.0,NEG_00_04,2.95,4.32
aFRR,45723.0,NEG_04_08,3.27,4.3
aFRR,45723.0,NEG_08_12,23.03,28.54
aFRR,45723.0,NEG_12_16,44.92,62.95
aFRR,45723.0,NEG_16_20,1.72,2.18
aFRR,45723.0,NEG_20_24,1.13,1.5
aFRR,45724.0,POS_00_04,5.39,6.99
aFRR,45724.0,POS_04_08,9.56,10.91
aFRR,45724.0,POS_08_12,12.27,13.42
aFRR,45724.0,POS_12_16,16.87,19.33
aFRR,45724.0,POS_16_20,23.54,26.78
aFRR,45724.0,POS_20_24,9.1,11.15
aFRR,45724.0,NEG_00_04,2.8,3.23
aFRR,45724.0,NEG_04_08,3.02,3.42
aFRR,45724.0,NEG_08_12,28.44,39.2
aFRR,45724.0,NEG_12_16,57.64,81.52
aFRR,45724.0,NEG_16_20,2.44,5.84
aFRR,45724.0,NEG_20_24,1.31,1.7
aFRR,45725.0,POS_00_04,4.58,4.94
aFRR,45725.0,POS_04_08,7.76,8.26
aFRR,45725.0,POS_08_12,9.63,10.28
aFRR,45725.0,POS_12_16,10.37,11.58
aFRR,45725.0,POS_16_20,19.17,21.57
aFRR,45725.0,POS_20_24,7.5,8.5
aFRR,45725.0,NEG_00_04,3.23,3.88
aFRR,45725.0,NEG_04_08,3.25,3.86
aFRR,45725.0,NEG_08_12,34.66,52.5
aFRR,45725.0,NEG_12_16,68.84,87.0
aFRR,45725.0,NEG_16_20,4.16,8.1
aFRR,45725.0,NEG_20_24,1.31,1.64
aFRR,45726.0,POS_00_04,4.23,4.53
aFRR,45726.0,POS_04_08,10.65,14.08
aFRR,45726.0,POS_08_12,11.77,13.45
aFRR,45726.0,POS_12_16,10.72,14.91
aFRR,45726.0,POS_16_20,28.32,38.0
aFRR,45726.0,POS_20_24,9.65,11.94
aFRR,45726.0,NEG_00_04,2.52,3.02
aFRR,45726.0,NEG_04_08,2.6,3.03
aFRR,45726.0,NEG_08_12,20.1,23.12
aFRR,45726.0,NEG_12_16,35.22,41.15
aFRR,45726.0,NEG_16_20,3.14,3.74
aFRR,45726.0,NEG_20_24,1.13,1.26
aFRR,45727.0,POS_00_04,3.86,4.18
aFRR,45727.0,POS_04_08,11.71,13.62
aFRR,45727.0,POS_08_12,11.09,13.64
aFRR,45727.0,POS_12_16,16.48,57.07
aFRR,45727.0,POS_16_20,32.84,42.53
aFRR,45727.0,POS_20_24,9.6,10.86
aFRR,45727.0,NEG_00_04,2.33,2.79
aFRR,45727.0,NEG_04_08,2.34,2.8
aFRR,45727.0,NEG_08_12,10.99,14.12
aFRR,45727.0,NEG_12_16,24.02,28.33
aFRR,45727.0,NEG_16_20,2.29,2.77
aFRR,45727.0,NEG_20_24,0.97,1.14
aFRR,45728.0,POS_00_04,3.5,3.87
aFRR,45728.0,POS_04_08,11.07,11.7
aFRR,45728.0,POS_08_12,10.76,11.56
aFRR,45728.0,POS_12_16,16.59,21.07
aFRR,45728.0,POS_16_20,36.66,48.08
aFRR,45728.0,POS_20_24,9.55,10.45
aFRR,45728.0,NEG_00_04,2.26,2.45
aFRR,45728.0,NEG_04_08,2.28,2.49
aFRR,45728.0,NEG_08_12,7.62,9.2
aFRR,45728.0,NEG_12_16,16.83,18.45
aFRR,45728.0,NEG_16_20,1.73,1.95
aFRR,45728.0,NEG_20_24,0.92,1.01
aFRR,45729.0,POS_00_04,3.3,3.49
aFRR,45729.0,POS_04_08,9.78,10.46
aFRR,45729.0,POS_08_12,9.69,10.37
aFRR,45729.0,POS_12_16,11.68,13.7
aFRR,45729.0,POS_16_20,32.31,35.46
aFRR,45729.0,POS_20_24,8.72,9.5
aFRR,45729.0,NEG_00_04,1.97,2.3
aFRR,45729.0,NEG_04_08,2.05,2.27
aFRR,45729.0,NEG_08_12,5.63,6.44
aFRR,45729.0,NEG_12_16,11.65,13.12
aFRR,45729.0,NEG_16_20,1.38,1.64
aFRR,45729.0,NEG_20_24,0.84,0.94
aFRR,45730.0,POS_00_04,2.99,3.24
aFRR,45730.0,POS_04_08,8.83,9.22
aFRR,45730.0,POS_08_12,8.93,9.61
aFRR,45730.0,POS_12_16,9.34,10.5
aFRR,45730.0,POS_16_20,25.86,29.4
aFRR,45730.0,POS_20_24,8.22,9.84
aFRR,45730.0,NEG_00_04,1.89,2.09
aFRR,45730.0,NEG_04_08,1.84,1.99
aFRR,45730.0,NEG_08_12,4.41,4.92
aFRR,45730.0,NEG_12_16,9.0,10.29
aFRR,45730.0,NEG_16_20,1.2,1.33
aFRR,45730.0,NEG_20_24,0.76,0.86
aFRR,45731.0,POS_00_04,3.15,6.06
aFRR,45731.0,POS_04_08,7.8,8.56
aFRR,45731.0,POS_08_12,8.01,9.27
aFRR,45731.0,POS_12_16,7.65,8.39
aFRR,45731.0,POS_16_20,19.71,22.74
aFRR,45731.0,POS_20_24,7.6,7.9
aFRR,45731.0,NEG_00_04,1.85,2.46
aFRR,45731.0,NEG_04_08,1.88,2.55
aFRR,45731.0,NEG_08_12,8.28,14.35
aFRR,45731.0,NEG_12_16,18.89,28.55
aFRR,45731.0,NEG_16_20,1.84,2.4
aFRR,45731.0,NEG_20_24,0.96,1.29
aFRR,45732.0,POS_00_04,3.7,4.45
aFRR,45732.0,POS_04_08,6.73,7.14
aFRR,45732.0,POS_08_12,7.36,8.22
aFRR,45732.0,POS_12_16,6.37,7.01
aFRR,45732.0,POS_16_20,16.98,18.67
aFRR,45732.0,POS_20_24,6.68,7.15
aFRR,45732.0,NEG_00_04,2.18,2.51
aFRR,45732.0,NEG_04_08,2.26,2.59
aFRR,45732.0,NEG_08_12,20.03,32.0
aFRR,45732.0,NEG_12_16,40.77,61.42
aFRR,45732.0,NEG_16_20,2.46,3.52
aFRR,45732.0,NEG_20_24,1.06,1.55
aFRR,45733.0,POS_00_04,3.35,3.67
aFRR,45733.0,POS_04_08,8.73,10.94
aFRR,45733.0,POS_08_12,19.04,39.11
aFRR,45733.0,POS_12_16,20.82,80.0
aFRR,45733.0,POS_16_20,26.77,33.44
aFRR,45733.0,POS_20_24,8.86,11.23
aFRR,45733.0,NEG_00_04,2.29,3.74
aFRR,45733.0,NEG_04_08,2.07,2.44
aFRR,45733.0,NEG_08_12,15.35,20.65
aFRR,45733.0,NEG_12_16,34.58,44.67
aFRR,45733.0,NEG_16_20,1.81,2.35
aFRR,45733.0,NEG_20_24,0.96,1.1
aFRR,45734.0,POS_00_04,3.31,3.68
aFRR,45734.0,POS_04_08,9.18,10.4
aFRR,45734.0,POS_08_12,19.89,28.46
aFRR,45734.0,POS_12_16,23.94,34.8
aFRR,45734.0,POS_16_20,31.28,47.41
aFRR,45734.0,POS_20_24,8.98,10.11
aFRR,45734.0,NEG_00_04,2.12,2.42
aFRR,45734.0,NEG_04_08,1.98,2.2
aFRR,45734.0,NEG_08_12,24.53,47.23
aFRR,45734.0,NEG_12_16,50.62,93.77
aFRR,45734.0,NEG_16_20,1.7,2.0
aFRR,45734.0,NEG_20_24,0.84,0.96
aFRR,45735.0,POS_00_04,3.17,3.5
aFRR,45735.0,POS_04_08,10.19,12.04
aFRR,45735.0,POS_08_12,16.58,19.89
aFRR,45735.0,POS_12_16,18.37,21.52
aFRR,45735.0,POS_16_20,39.01,49.31
aFRR,45735.0,POS_20_24,10.27,16.42
aFRR,45735.0,NEG_00_04,1.9,2.18
aFRR,45735.0,NEG_04_08,1.8,1.98
aFRR,45735.0,NEG_08_12,30.06,42.0
aFRR,45735.0,NEG_12_16,59.64,85.52
aFRR,45735.0,NEG_16_20,1.54,1.74
aFRR,45735.0,NEG_20_24,0.77,0.85
aFRR,45736.0,POS_00_04,3.09,3.38
aFRR,45736.0,POS_04_08,10.25,12.0
aFRR,45736.0,POS_08_12,14.16,15.55
aFRR,45736.0,POS_12_16,14.66,15.43
aFRR,45736.0,POS_16_20,44.19,54.51
aFRR,45736.0,POS_20_24,13.22,22.26
aFRR,45736.0,NEG_00_04,1.77,1.93
aFRR,45736.0,NEG_04_08,1.62,1.74
aFRR,45736.0,NEG_08_12,31.59,37.54
aFRR,45736.0,NEG_12_16,63.04,73.15
aFRR,45736.0,NEG_16_20,1.38,1.54
aFRR,45736.0,NEG_20_24,0.71,1.0
aFRR,45737.0,POS_00_04,3.44,5.14
aFRR,45737.0,POS_04_08,10.56,13.0
aFRR,45737.0,POS_08_12,12.95,17.14
aFRR,45737.0,POS_12_16,12.63,23.02
aFRR,45737.0,POS_16_20,30.14,37.51
aFRR,45737.0,POS_20_24,9.53,11.7
aFRR,45737.0,NEG_00_04,1.6,1.75
aFRR,45737.0,NEG_04_08,1.47,1.6
aFRR,45737.0,NEG_08_12,28.35,33.54
aFRR,45737.0,NEG_12_16,59.54,71.2
aFRR,45737.0,NEG_16_20,3.27,6.8
aFRR,45737.0,NEG_20_24,2.78,8.8
aFRR,45738.0,POS_00_04,3.63,6.39
aFRR,45738.0,POS_04_08,8.71,9.72
aFRR,45738.0,POS_08_12,10.37,11.55
aFRR,45738.0,POS_12_16,11.19,14.93
aFRR,45738.0,POS_16_20,22.17,25.7
aFRR,45738.0,POS_20_24,8.52,9.62
aFRR,45738.0,NEG_00_04,11.19,16.89
aFRR,45738.0,NEG_04_08,7.81,13.16
aFRR,45738.0,NEG_08_12,32.62,42.1
aFRR,45738.0,NEG_12_16,66.79,78.73
aFRR,45738.0,NEG_16_20,8.98,16.55
aFRR,45738.0,NEG_20_24,4.61,7.86
aFRR,45739.0,POS_00_04,3.89,4.43
aFRR,45739.0,POS_04_08,6.99,7.61
aFRR,45739.0,POS_08_12,8.66,9.71
aFRR,45739.0,POS_12_16,9.26,10.57
aFRR,45739.0,POS_16_20,18.48,20.02
aFRR,45739.0,POS_20_24,7.64,8.42
aFRR,45739.0,NEG_00_04,10.92,13.25
aFRR,45739.0,NEG_04_08,7.65,9.64
aFRR,45739.0,NEG_08_12,30.52,33.89
aFRR,45739.0,NEG_12_16,56.48,64.02
aFRR,45739.0,NEG_16_20,5.8,8.19
aFRR,45739.0,NEG_20_24,3.48,4.5
aFRR,45740.0,POS_00_04,3.89,4.33
aFRR,45740.0,POS_04_08,7.45,9.55
aFRR,45740.0,POS_08_12,13.4,26.18
aFRR,45740.0,POS_12_16,18.35,42.0
aFRR,45740.0,POS_16_20,30.4,40.91
aFRR,45740.0,POS_20_24,9.94,12.57
aFRR,45740.0,NEG_00_04,5.48,6.83
aFRR,45740.0,NEG_04_08,4.0,5.46
