MaStRNummer,EinheitName,BetriebsStatusName,Bundesland,InbetriebnahmeDatum,StromspeichertechnologieBezeichnung,Stromspeichertechnologie,Batterietechnologie,Bruttoleistung,Nettonennleistung,NutzbareSpeicherkapazitaet,SpeicherEinheitMastrNummer
SEE901873131559,Stromspeicher Unterwendling,In Betrieb,Bayern,/Date(1763856000000)/,Batterie,524,727,1700.0,1700.0,4064.0,SSE968865662347
SEE939545429956,BESS Kölsa GC DEV,In Planung,Sachsen,,Batterie,524,,1687.0,1687.0,3427.0,SSE976031917801
SEE933340825944,Schernfeld-Schönfeld 1.3 BESS,In Planung,Bayern,,Batterie,524,,1667.0,1667.0,3334.0,SSE914822320218
SEE968302515069,Ebersdorf-Oberfüllbach 1.2 BESS,In Planung,Bayern,,Batterie,524,,1667.0,1667.0,3334.0,SSE978542435720
SEE964350235539,BESS Freifläche Reflex,In Betrieb,Nordrhein-Westfalen,/Date(1768435200000)/,Batterie,524,727,1656.0,1656.0,1800.0,SSE942965813595
SEE988897398533,Batterie DGF,In Betrieb,Bayern,/Date(1765411200000)/,Batterie,524,727,1656.0,1656.0,3600.0,SSE980190246023
SEE925007092943,Speicher Großrinderfeld III - P23-444,In Planung,Baden-Württemberg,,Batterie,524,727,1650.0,1650.0,3300.0,SSE931248227105
SEE935590017827,"BESS Löwenbräu, München",In Betrieb,Bayern,/Date(1756771200000)/,Batterie,524,727,1640.0,1640.0,2009.0,SSE966994727715
SEE988566028860,Batteriespeicher - Marienthal,In Planung,Bayern,,Batterie,524,727,1634.0,1634.0,4460.0,SSE921196013455
SEE997075725108,PV Anlage Gottesgabe Speicher,In Betrieb,Brandenburg,/Date(1674432000000)/,Batterie,524,727,1624.0,1624.0,3500.0,SSE947047882117
SEE988132310290,PV Anlage Alttrebbin Speicher,In Betrieb,Brandenburg,/Date(1661817600000)/,Batterie,524,727,1624.0,1624.0,3500.0,SSE989496386020
SEE993641277965,BESS Egling - InnoAus,In Betrieb,Bayern,/Date(1712707200000)/,Batterie,524,727,1600.0,1600.0,4064.0,SSE933897859638
SEE961857651046,BESS Antdorf,In Betrieb,Bayern,/Date(1713830400000)/,Batterie,524,727,1600.0,1600.0,4000.0,SSE935655917024
SEE914664041319,GGEW Batterie Wald-Michelbach,In Betrieb,Hessen,/Date(1721174400000)/,Batterie,524,727,1600.0,1600.0,3200.0,SSE910823913695
SEE912650687299,Speicher Mühlbuck,In Betrieb,Bayern,/Date(1731628800000)/,Batterie,524,727,1600.0,1600.0,4064.76,SSE999425056764
SEE910135813423,Graustromspeicher,In Planung,Baden-Württemberg,,Batterie,524,727,1600.0,1600.0,3340.0,SSE948348933027
SEE985726527133,Sonnenspeicher Düssel,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1600.0,1600.0,6680.0,SSE925051541190
SEE908489722096,Bereich Rest Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,1600.0,1600.0,3200.0,SSE988479325865
SEE957999997296,Speicherbatterie,In Betrieb,Niedersachsen,/Date(1497830400000)/,Batterie,524,727,1600.0,1600.0,1530.0,SSE922306439240
SEE955376395222,Speicher Hörbach Falteräcker,In Planung,Bayern,,Batterie,524,727,1600.0,1600.0,3200.0,SSE920752871645
SEE962764296498,Wittstock,In Betrieb,Brandenburg,/Date(1412640000000)/,Batterie,524,728,1600.0,1600.0,1600.0,SSE941674827701
SEE905489670006,BTC_PFL P12,Vorübergehend stillgelegt,Niedersachsen,/Date(1617926400000)/,Batterie,524,727,1600.0,1600.0,0.001,SSE903883927764
SEE977476698126,Batteriespeicher-Am-Skilift,In Planung,Bayern,,Batterie,524,727,1600.0,1600.0,3344.0,SSE976780483336
SEE954347362607,BESS Hengersberg,In Planung,Bayern,,Batterie,524,727,1600.0,1600.0,1289.9,SSE963266941879
SEE971106325628,Speicher 1 Atting,Endgültig stillgelegt,Bayern,/Date(1762214400000)/,Batterie,524,727,1600.0,1600.0,3000.0,SSE939325853353
SEE935103691353,PB PV 12 Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1742947200000)/,Batterie,524,727,1584.0,1584.0,4836.0,SSE964236299907
SEE908941102787,BESS Leistenhof,In Planung,Brandenburg,,Batterie,524,,1560.0,1560.0,5015.0,SSE911827836621
SEE922526916453,Speicher PV1,In Planung,Baden-Württemberg,,Batterie,524,727,1550.0,1550.0,3100.0,SSE918573190724
SEE910664388980,Stromspeicher Gronau,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1540.0,1540.0,5016.0,SSE982893629646
SEE905757464016,Batteriespeicher Sonnenwende Busdorf,In Planung,Schleswig-Holstein,,Batterie,524,727,1500.0,1500.0,3900.0,SSE951574293827
SEE921539890828,Batteriespeicher,In Planung,Bayern,,Batterie,524,727,1500.0,1500.0,3600.0,SSE925636772308
SEE979595639073,BESS-1-Speira-GV,In Betrieb,Nordrhein-Westfalen,/Date(1734652800000)/,Batterie,524,727,3000.0,1500.0,3040.0,SSE946692941576
SEE910986337741,HMM-2022-005-1 Langhagen-Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,1500.0,1500.0,2608.9,SSE968877296424
SEE989817426374,Speicher Vierkirchen - P23-105,In Planung,Bayern,,Batterie,524,727,1500.0,1500.0,3000.0,SSE931289716941
SEE959140088693,BESS Rackwitz RE,In Betrieb,Sachsen,/Date(1734566400000)/,Batterie,524,727,1500.0,1500.0,2608.0,SSE939032502773
SEE944360041801,Salz Schondra Kebigsgraben 9 BESS,In Planung,Bayern,,Batterie,524,727,1500.0,1500.0,3132.0,SSE974677466233
SEE902172697609,BESS Rackwitz EE,In Betrieb,Sachsen,/Date(1761868800000)/,Batterie,524,727,1500.0,1500.0,2608.0,SSE958177903337
SEE927887436510,BESS Agri-PV Anlage Pritzwalk,In Planung,Brandenburg,,Batterie,524,,1500.0,1500.0,3600.0,SSE935638924742
SEE963840635460,Laage 3MW Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,3000.0,1500.0,6000.0,SSE976580289541
SEE928826116319,W＆L Batterie XIII eGbR 3096kWh,In Planung,Niedersachsen,,Batterie,524,727,1500.0,1500.0,3096.0,SSE942079484797
SEE988358912759,VSP 30 GmbH ＆ Co. KG - Inno-Speicher Calbe,In Betrieb,Sachsen-Anhalt,/Date(1697155200000)/,Batterie,524,727,1500.0,1500.0,2233.0,SSE959794402241
SEE941385597870,Stromspeicher,In Betrieb,Bayern,/Date(1780272000000)/,Batterie,524,727,1500.0,1500.0,4072.0,SSE928975937759
SEE906903701511,Hybridspeicher Werk Süd,In Betrieb,Nordrhein-Westfalen,/Date(1498003200000)/,Batterie,524,732,1500.0,1500.0,1500.0,SSE975516918234
SEE933229902513,DGT-Batteriespeicher,In Betrieb,Nordrhein-Westfalen,/Date(1745280000000)/,Batterie,524,727,1500.0,1500.0,1667.0,SSE907639486765
SEE987589408499,Speichersystem 2026,In Planung,Niedersachsen,,Batterie,524,727,1500.0,1500.0,3060.0,SSE909182489507
SEE970821371422,Beselin I,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,3000.0,1500.0,17500.0,SSE952934504461
SEE959442677670,ABO Batterie Lahr,In Betrieb,Rheinland-Pfalz,/Date(1675728000000)/,Batterie,524,727,1500.0,1500.0,2233.0,SSE910045946181
SEE963007921467,AllgäuSpeicher Bruck,In Betrieb,Bayern,/Date(1513814400000)/,Batterie,524,727,1500.0,1500.0,1250.0,SSE986092906652
SEE932296398847,Batteriespeicher 2,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1500.0,1500.0,3600.0,SSE946337411242
SEE980248054310,ABO Batterie Gumpen,In Betrieb,Hessen,/Date(1679529600000)/,Batterie,524,727,1500.0,1500.0,2233.0,SSE977596048511
SEE980130273096,Beuerlein GmbH ＆ Co KG - Batteriespeicher Gaibach,In Betrieb,Bayern,/Date(1774828800000)/,Batterie,524,731,1500.0,1500.0,3664.8,SSE922092325109
SEE936077652739,Batteriespeicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1500.0,1500.0,3600.0,SSE958481318773
SEE924380724335,BS Großenhain,In Betrieb,Sachsen,/Date(1580256000000)/,Batterie,524,727,1500.0,1500.0,1600.0,SSE964673733422
SEE963460954484,Fenecon XL,In Betrieb,Nordrhein-Westfalen,/Date(1776297600000)/,Batterie,524,727,1500.0,1500.0,4072.0,SSE905852258183
SEE962134798058,SB_C72-BAT-DC2,In Planung,Hessen,,Batterie,524,727,1500.0,1500.0,1517.0,SSE933557145149
SEE908542160315,10015 Bielefeld-Batterie,In Betrieb,Nordrhein-Westfalen,/Date(1765411200000)/,Batterie,524,727,1500.0,1500.0,3665.0,SSE943678085347
SEE911749565579,BESS Uphusen,In Planung,Niedersachsen,,Batterie,524,727,1500.0,1500.0,1488.0,SSE943151007163
SEE924290691406,Petzenbach Speicher 1,In Planung,Bayern,,Batterie,524,731,1500.0,1500.0,3664.8,SSE969179619140
SEE926695331482,Fenecon Graustromspeicher,In Betrieb,Bayern,/Date(1784764800000)/,Batterie,524,727,1500.0,1500.0,3661.2,SSE936564283071
SEE943208281096,Rain BS1,In Betrieb,Bayern,/Date(1576108800000)/,Batterie,524,727,1500.0,1500.0,1507.0,SSE935259745801
SEE985940483451,ABO Batterie Heimertingen,In Planung,Bayern,,Batterie,524,,1500.0,1500.0,1500.0,SSE911538332009
SEE954745323422,Solarpark Bruchsal-Untergrombach Speicher,In Betrieb,Baden-Württemberg,/Date(1709510400000)/,Batterie,524,727,1500.0,1500.0,3512.0,SSE939564866411
SEE939110753912,Batteriespeicher Fenecon XL 2026,In Betrieb,Baden-Württemberg,/Date(1764633600000)/,Batterie,524,727,1500.0,1500.0,3600.0,SSE987160193264
SEE913404448371,"Speicher 3,3 MW Ottenbüttel",In Planung,Schleswig-Holstein,,Batterie,524,,1650.0,1485.0,3300.0,SSE964042720701
SEE929646974516,"Theilheim, Speicher 1",In Betrieb,Bayern,/Date(1695168000000)/,Batterie,524,727,1475.0,1475.0,5504.0,SSE965929128412
SEE968015743841,Batteriespeicher HRL,In Planung,Bayern,,Batterie,524,727,1472.0,1472.0,4576.0,SSE965460796590
SEE939073368772,SFK Speicher,In Betrieb,Bayern,/Date(1712016000000)/,Batterie,524,732,1472.0,1472.0,2250.0,SSE902849917054
SEE962925922662,Wolkow II Speicher,In Betrieb,Mecklenburg-Vorpommern,/Date(1716422400000)/,Batterie,524,731,1472.0,1472.0,2576.0,SSE982945859878
SEE961712143617,Solar Carport,In Betrieb,Bayern,/Date(1763596800000)/,Batterie,524,727,1472.0,1472.0,2400.0,SSE932302674613
SEE989204666888,Solarpark Dorfen - Speicher,In Betrieb,Bayern,/Date(1752537600000)/,Batterie,524,727,1472.0,1472.0,2318.0,SSE949215751157
SEE950941730194,Batteriespeicher PV - Anlage Reckertshausen Hassberge,In Betrieb,Bayern,/Date(1643587200000)/,Batterie,524,727,1450.0,1450.0,1263.0,SSE997469813442
SEE923582924185,Speicher Wielen E.M.S. Storage 1,In Betrieb,Niedersachsen,/Date(1779840000000)/,Batterie,524,727,1430.0,1430.0,3132.0,SSE963657781176
SEE902703692783,Speicher Mallersdorf-Pfaffenberg II - P23-120 - Teil 2,In Planung,Bayern,,Batterie,524,727,1425.0,1425.0,2850.0,SSE993768959775
SEE917004389140,Speicher Prosselsheim - P23-089 - Teil 2,In Planung,Bayern,,Batterie,524,727,1425.0,1425.0,2850.0,SSE992511755336
SEE902707065057,Speicher Kunzbauern-Feld,In Planung,Bayern,,Batterie,524,727,1409.0,1409.0,2820.0,SSE981043023556
SEE971641923228,Speicher 2 Grenzach-Wyhlen,In Betrieb,Baden-Württemberg,/Date(1767916800000)/,Batterie,524,727,1408.0,1408.0,1706.0,SSE915649785792
SEE997717393634,Speicher II,In Betrieb,Nordrhein-Westfalen,/Date(1756684800000)/,Batterie,524,727,1408.0,1408.0,1706.4,SSE937862302754
SEE974570850924,Speicher Grenzach-Wyhlen,In Betrieb,Baden-Württemberg,/Date(1767916800000)/,Batterie,524,727,1408.0,1408.0,1706.0,SSE934934254935
SEE952661557778,Speicher_Grüner Weg,In Betrieb,Niedersachsen,/Date(1779926400000)/,Batterie,524,727,1408.0,1408.0,3139.2,SSE942644828490
SEE974689428038,GBD Batterien,In Betrieb,Thüringen,/Date(1464825600000)/,Batterie,524,728,1400.0,1400.0,1000.0,SSE997632347507
SEE905242636829,Batteriespeicher Garching Römerhofweg,In Betrieb,Bayern,/Date(1494979200000)/,Batterie,524,727,1442.0,1400.0,1230.0,SSE948423752192
SEE969064590042,Stromspeicher 10MH BG1,In Planung,Bayern,,Batterie,524,727,1400.0,1400.0,2800.0,SSE911563504457
SEE958562019667,FutureEnergySolution,Endgültig stillgelegt,Hamburg,/Date(1547164800000)/,Batterie,524,727,1400.0,1400.0,3360.0,SSE974774942739
SEE979508522409,Batteriespeicher Westerwälder Holzwerke GmbH,In Betrieb,Rheinland-Pfalz,/Date(1747872000000)/,Batterie,524,727,1400.0,1400.0,6400.0,SSE965340771341
SEE944368932064,BESS Sachsenkam,In Planung,Bayern,,Batterie,524,727,1400.0,1400.0,2800.0,SSE900806787375
SEE971577023283,Speicher Solarpark Langeland 2,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1400.0,1400.0,2800.0,SSE931127499883
SEE919762412092,Speicher Solarpark Großburgwedel,In Planung,Niedersachsen,,Batterie,524,727,1400.0,1400.0,2800.0,SSE947379661435
SEE914458006289,Speicher Solarpark Langeland 1,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1400.0,1400.0,2800.0,SSE923365572985
SEE964582688318,Speicher Nordhausen,In Planung,Thüringen,,Batterie,524,727,1400.0,1400.0,3623.0,SSE918039790673
SEE991415234572,Speicher Solarpark Strasburg,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,1400.0,1400.0,2800.0,SSE974465731680
SEE932060710219,Solarpark Westerode 1 - Batterie,In Planung,Niedersachsen,,Batterie,524,727,1400.0,1400.0,2800.0,SSE960127067334
SEE911529308662,"Speicher Krumbeck 3,01MWh",In Betrieb,Nordrhein-Westfalen,/Date(1780272000000)/,Batterie,524,727,1400.0,1400.0,3010.0,SSE983653180957
SEE958765101657,Speicher Nordost,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1400.0,1400.0,2800.0,SSE900190431052
SEE945259007410,Speicher Solarpark Jatznick,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,1400.0,1400.0,2800.0,SSE986903572717
SEE929106854143,BESS - ESN DTT,In Betrieb,Bayern,/Date(1781740800000)/,Batterie,524,727,1485.0,1396.0,2910.0,SSE909173381230
SEE925987328520,Speicher Ingolstadt VII - P24-309,In Planung,Bayern,,Batterie,524,727,1350.0,1350.0,2700.0,SSE977377767679
SEE928955121604,Annabrunn - BESS,In Planung,Bayern,,Batterie,524,727,1375.0,1350.0,2827.0,SSE962823230821
SEE986716550445,20343 SP Wimmelburg_Speicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,1350.0,1350.0,1350.0,SSE999305810257
SEE909631699518,BESS Ohhof - InnoAuss,In Planung,Bayern,,Batterie,524,727,1350.0,1350.0,2700.0,SSE924304576569
SEE953296718237,BESS_Am Torfmoor,In Planung,Sachsen,,Batterie,524,727,1347.48,1347.48,5015.0,SSE920767374094
SEE937522515654,Bernhardswinden Speicher,In Planung,Bayern,,Batterie,524,727,1338.0,1338.0,1005.0,SSE904998507278
SEE913338589386,Batterie Gunzenhof,In Planung,Bayern,,Batterie,524,727,1334.0,1334.0,2930.0,SSE901640620026
SEE931542638799,BESS Eisenbahnstraße,In Planung,Baden-Württemberg,,Batterie,524,727,1325.0,1325.0,4370.0,SSE990985068280
SEE938982062214,Lindau Speicher,In Planung,Bayern,,Batterie,524,727,1320.0,1320.0,4914.0,SSE929237187523
SEE983646428196,"BESS Becks, Bremen",In Betrieb,Bremen,/Date(1709251200000)/,Batterie,524,727,1310.0,1310.0,1600.0,SSE967621968358
SEE958348383814,Am Fuchsenacker 2 - Batteriespeicher 2,In Betrieb,Baden-Württemberg,/Date(1751587200000)/,Batterie,524,727,1300.0,1300.0,1780.0,SSE998936700883
SEE954258266537,BESS Liethe,In Planung,Niedersachsen,,Batterie,524,,1300.0,1300.0,3869.0,SSE944640611335
SEE959751889641,Am Fuchsenacker 2 - Batteriespeicher 1,In Betrieb,Baden-Württemberg,/Date(1728259200000)/,Batterie,524,727,1300.0,1300.0,1780.0,SSE989857092119
SEE952700506446,ChargeFarm Speicher - Energiepark Schäftlarn,In Planung,Bayern,,Batterie,524,727,2236.0,1290.0,4472.0,SSE926443777500
SEE994929611457,BESS Weimar,In Betrieb,Thüringen,/Date(1784764800000)/,Batterie,524,727,1288.0,1288.0,2576.0,SSE956220579133
SEE995933662862,Speicher Handenberg-West,In Betrieb,Saarland,/Date(1670544000000)/,Batterie,524,727,1280.0,1280.0,2857.0,SSE903312292722
SEE923883997314,Speicher Sinntal,In Planung,Hessen,,Batterie,524,727,1278.0,1278.0,2556.0,SSE901862504098
SEE981138656072,Speicher Wonfurt,In Planung,Bayern,,Batterie,524,727,1278.0,1278.0,4500.0,SSE900189474190
SEE988737823843,Speicher Pottenstein,In Planung,Bayern,,Batterie,524,727,1278.0,1278.0,2556.0,SSE964080771352
SEE921411528078,Batterie Otterzhofen NordOst,In Planung,Bayern,,Batterie,524,727,1267.0,1267.0,2930.0,SSE990982752748
SEE959798398472,Grünstromspeicher Grü,In Planung,Baden-Württemberg,,Batterie,524,727,1251.0,1251.0,2382.0,SSE951768228840
SEE981161409263,Speicher Leinach - P25-184,In Planung,Bayern,,Batterie,524,727,1250.0,1250.0,2500.0,SSE996730165075
SEE914872959086,BESS VBK,In Planung,Schleswig-Holstein,,Batterie,524,727,1250.0,1250.0,2610.0,SSE989552412045
SEE991507979855,BESS Wefensleben - BESS I,In Planung,Sachsen-Anhalt,,Batterie,524,727,1250.0,1250.0,3000.0,SSE919166505789
SEE930371913817,Graustromspeicher 1250 KW,In Betrieb,Niedersachsen,/Date(1785542400000)/,Batterie,524,727,1250.0,1250.0,2500.0,SSE981288289113
SEE942507505377,Anlage 3750 Batterie,In Planung,Hessen,,Batterie,524,727,1250.0,1250.0,2500.0,SSE913815293188
SEE985288982944,ESS_EUREF-CAMPUS,In Betrieb,Berlin,/Date(1562716800000)/,Batterie,524,727,1250.0,1250.0,1600.0,SSE928402992276
SEE994873681186,MM16 - Speicher Töttelstedt - Erfurt,In Betrieb,Thüringen,/Date(1778457600000)/,Batterie,524,727,1250.0,1250.0,1517.0,SSE928153455259
SEE949701129095,T 14 PSKW Kirchentellinsfurt,Vorübergehend stillgelegt,Baden-Württemberg,/Date(-1364947200000)/,Pumpspeicher,1537,,1300.0,1250.0,21562.0,SSE998402180539
SEE970042832054,Batteriespeicher Bad Salzungen,In Betrieb,Thüringen,/Date(1772409600000)/,Batterie,524,727,1250.0,1250.0,1700.0,SSE923445966888
SEE995541369856,Batteriespeicher Gödenroth,In Betrieb,Rheinland-Pfalz,/Date(1527465600000)/,Batterie,524,727,1250.0,1250.0,2000.0,SSE945281061022
SEE943735545166,"Batteriespeicher 2,5MWh Rienshof 7 Halle1/2",In Planung,Niedersachsen,,Batterie,524,727,1250.0,1250.0,2500.0,SSE994700444175
SEE951788049258,Solarpark Ingolstadt X - P25-208,In Planung,Bayern,,Batterie,524,727,1250.0,1250.0,2500.0,SSE932134442510
SEE993386073921,Speicher-Hodenhagen-Inno,In Planung,Niedersachsen,,Batterie,524,727,1250.0,1250.0,2500.0,SSE921780433003
SEE920209948036,ECO BATTERY Park 7 | Andechs,In Planung,Bayern,,Batterie,524,727,1250.0,1250.0,4472.0,SSE946169321795
SEE998123103299,Prüffeld,In Planung,Rheinland-Pfalz,,Batterie,524,727,1250.0,1250.0,1000.0,SSE935090804194
SEE984225298759,BESS Obertaufkirchen Ost,In Planung,Bayern,,Batterie,524,727,1250.0,1250.0,2610.0,SSE969837230236
SEE934692429200,Batteriespeicher Wasserwerk Haßfurt,In Betrieb,Bayern,/Date(1767225600000)/,Batterie,524,727,1250.0,1250.0,1400.0,SSE985907293079
SEE947238066944,"Batteriespeicher 2,5MWh Kötterhof 4 Halle 14/15",In Planung,Niedersachsen,,Batterie,524,727,1250.0,1250.0,2500.0,SSE957053675184
SEE968425507361,Batteriespeicher Gödenroth II,In Betrieb,Rheinland-Pfalz,/Date(1527465600000)/,Batterie,524,727,1250.0,1250.0,2000.0,SSE926174756195
SEE952992508883,Speicher Rottendorf II - P25-185,In Planung,Bayern,,Batterie,524,727,1250.0,1250.0,2500.0,SSE914272772100
SEE941637512859,BESS Putzbrunn - InnoAus,In Planung,Bayern,,Batterie,524,727,1247.0,1247.0,2500.0,SSE939262753945
SEE972613604428,Solarpark Sonsbeck Batteriespeicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1235.0,1235.0,2470.0,SSE988072732275
SEE948513197681,Solarpark Gundelsheim Speicher,In Planung,Baden-Württemberg,,Batterie,524,727,1350.0,1220.0,1800.0,SSE933941352788
SEE977412622109,BESS APV Heimbach,In Planung,Rheinland-Pfalz,,Batterie,524,727,1210.0,1210.0,2420.0,SSE934655300140
SEE907092423147,Speicher Uettingen - P24-344,In Planung,Bayern,,Batterie,524,727,1200.0,1200.0,2400.0,SSE957478010263
SEE965050451632,BSS Saarwellingen,In Planung,Saarland,,Batterie,524,727,1200.0,1200.0,2688.0,SSE996256500572
SEE940832671422,BESS Damnatz I,In Planung,Niedersachsen,,Batterie,524,727,1200.0,1200.0,2505.0,SSE922180278195
SEE912014586152,20363 SP Kreuzbergfeld Speicher,In Betrieb,Bayern,/Date(1675900800000)/,Batterie,524,727,1200.0,1200.0,4128.0,SSE942941026773
SEE930853098728,Oberberg1 PSW Pe1,In Betrieb,Bayern,/Date(-315619200000)/,Pumpspeicher,1537,,1200.0,1200.0,42000.0,SSE970268127842
SEE905648059437,"Rodenkirchen 9 819/244, 897/243, 738/254",In Planung,Niedersachsen,,Batterie,524,727,1200.0,1200.0,2400.0,SSE987551488603
SEE965617763024,23117 SP Bogen Speicher,In Betrieb,Bayern,/Date(1706486400000)/,Batterie,524,727,1200.0,1200.0,4064.0,SSE977475370771
SEE935182282947,Göpfert Speicher,In Betrieb,Bayern,/Date(1701043200000)/,Batterie,524,727,1200.0,1200.0,1380.0,SSE994045192540
SEE904812453767,Speicher Solarpark Waffenbrunn 1200 kW,In Betrieb,Bayern,/Date(1752019200000)/,Batterie,524,727,1200.0,1200.0,4046.0,SSE952327553021
SEE954576589264,QWB COE Batterie groß,In Planung,Nordrhein-Westfalen,,Batterie,524,727,1200.0,1200.0,6345.0,SSE928830514743
SEE910896505094,Batteriespeicher PV- Anlage Hasselwerder,In Planung,Hamburg,,Batterie,524,727,1200.0,1200.0,720.0,SSE900099086513
SEE987601922651,Speicher Agri PV,In Betrieb,Bayern,/Date(1744156800000)/,Batterie,524,727,1200.0,1200.0,1200.0,SSE925213218441
SEE908597546256,"Rodenkirchen 9 246, 247, 644/207, 641/206, 820/245",In Planung,Niedersachsen,,Batterie,524,727,1200.0,1200.0,2400.0,SSE941679301015
SEE970730890311,Oberberg1 PSW Pe2,In Betrieb,Bayern,/Date(1167609600000)/,Pumpspeicher,1537,,1200.0,1200.0,42000.0,SSE970268127842
SEE993483245245,Anker Speicher,In Planung,Hessen,,Batterie,524,727,1200.0,1200.0,5.376,SSE955562559803
SEE922838987950,Batteriespeicher Fruchtreiferei Ost (Borna),In Betrieb,Sachsen,/Date(1642636800000)/,Batterie,524,727,1196.0,1196.0,868.0,SSE953903858578
SEE978524946848,PV Speicher Lehe,In Betrieb,Schleswig-Holstein,/Date(1687824000000)/,Batterie,524,727,1165.0,1165.0,3110.4,SSE900409568111
SEE962672626011,Leipheim_BESS_1150kW,In Betrieb,Bayern,/Date(1740700800000)/,Batterie,524,727,1150.0,1150.0,2150.0,SSE965802646804
SEE927283631045,Speicher Rohrbach XV - P25-096,In Planung,Bayern,,Batterie,524,727,1150.0,1150.0,2300.0,SSE928051551770
SEE917849285607,Bohnenkamp - Speicher,In Betrieb,Niedersachsen,/Date(1758672000000)/,Batterie,524,727,1140.0,1140.0,3440.0,SSE906041697943
SEE943000913645,Batteriespeicher,In Betrieb,Baden-Württemberg,/Date(1779235200000)/,Batterie,524,727,1136.0,1136.0,2288.0,SSE973662309982
SEE917461513805,PV Sangerhausen Speicher,Endgültig stillgelegt,Sachsen-Anhalt,/Date(1739491200000)/,Batterie,524,732,1125.0,1125.0,2250.0,SSE949934206471
SEE923479659596,Speicher Lenting X - P25-207,In Planung,Bayern,,Batterie,524,727,1125.0,1125.0,2250.0,SSE984010066457
SEE938534551104,Bocholt Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1482192000000)/,Batterie,524,727,1125.0,1125.0,1820.0,SSE924516588701
SEE971822836668,APEX 2-MWh-Batteriespeicher MR,In Betrieb,Mecklenburg-Vorpommern,/Date(1655683200000)/,Batterie,524,727,1120.0,1120.0,1900.0,SSE939009973766
SEE939735350800,Containerspeicher,In Betrieb,Nordrhein-Westfalen,/Date(1779321600000)/,Batterie,524,727,1102.2,1102.2,1016.0,SSE945117119859
SEE935265523462,10 MWh PV-Speicher Deponie Ahaus-Alstätte II,In Planung,Nordrhein-Westfalen,,Batterie,524,,1100.0,1100.0,1600.0,SSE942966911849
SEE905084646239,BTC_PFL P09,Vorübergehend stillgelegt,Niedersachsen,/Date(1617926400000)/,Batterie,524,727,1100.0,1100.0,0.001,SSE938606060893
SEE930014441561,Freifläche Wiesen - Speicher,In Planung,Bayern,,Batterie,524,727,1100.0,1100.0,1290.0,SSE966130306149
SEE984413550584,Agri-PV Heusweiler BESS,In Planung,Saarland,,Batterie,524,727,1100.0,1100.0,2500.0,SSE955732489268
SEE960215928783,Speicher Waffenbrunn,In Planung,Bayern,,Batterie,524,727,1100.0,1100.0,2250.0,SSE919953595184
SEE920981722466,BESS Weßling 1,In Betrieb,Bayern,/Date(1637020800000)/,Batterie,524,727,1100.0,1100.0,1553.0,SSE973807446190
SEE968732216758,HMM-2022-036 Zurow-Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,1100.0,1100.0,1863.5,SSE903518158334
SEE932460525246,Aldrup Speicher,In Betrieb,Niedersachsen,/Date(1738108800000)/,Batterie,524,727,1090.0,1090.0,1242.0,SSE984688845385
SEE907703023742,IKW Batteriespeicher,In Betrieb,Brandenburg,/Date(1409529600000)/,Batterie,524,727,1080.0,1080.0,1080.0,SSE929738267830
SEE961950355421,"Solarpark Altmannstein-Steinsdorf PR - P23-112 - BESS 1.080,00 kW",In Betrieb,Bayern,/Date(1769990400000)/,Batterie,524,727,1080.0,1080.0,2150.0,SSE910706925777
SEE988302497264,Speicher Riesa Trst. Fertigung BA 4,In Planung,Sachsen,,Batterie,524,727,1080.0,1080.0,2410.0,SSE996418010208
SEE909145211435,E-Speicher 2,In Betrieb,Nordrhein-Westfalen,/Date(1608249600000)/,Batterie,524,727,1064.0,1064.0,1064.0,SSE980732102664
SEE984846961674,Speicher I,In Betrieb,Nordrhein-Westfalen,/Date(1756684800000)/,Batterie,524,727,1056.0,1056.0,1387.0,SSE924987653397
SEE949646756097,FZJ_BATA_10.55,In Betrieb,Nordrhein-Westfalen,/Date(1651104000000)/,Batterie,524,727,1050.0,1050.0,500.0,SSE946228408757
SEE939905669121,PV-Speicher Benstaben,In Planung,Schleswig-Holstein,,Batterie,524,727,1016.0,1016.0,2032.0,SSE937220841543
SEE995852778996,PV-Batterie-Vogelherd,In Planung,Baden-Württemberg,,Batterie,524,727,1016.0,1016.0,2032.0,SSE955983783177
SEE941053919201,Speicher Pondorf PR - P23-595 - 1.016kW Inn24-2/121,In Betrieb,Bayern,/Date(1769990400000)/,Batterie,524,727,1016.0,1016.0,2032.0,SSE929282748090
