MaStRNummer,EinheitName,BetriebsStatusName,Bundesland,InbetriebnahmeDatum,StromspeichertechnologieBezeichnung,Stromspeichertechnologie,Batterietechnologie,Bruttoleistung,Nettonennleistung,NutzbareSpeicherkapazitaet,SpeicherEinheitMastrNummer
SEE991022436932,PV Speicher,In Planung,Bayern,,Batterie,524,727,5160.0,5160.0,10030.0,SSE984660965889
SEE938069478518,Stromspeicher an PV,In Betrieb,Baden-Württemberg,/Date(1778544000000)/,Batterie,524,727,5160.0,5160.0,10000.0,SSE923860147664
SEE905513563830,BESS Remscheid Luckhausen,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5150.0,5150.0,11608.0,SSE980855189184
SEE938806202598,BESS Haideck,In Planung,Bayern,,Batterie,524,727,5147.0,5147.0,10293.0,SSE915210861283
SEE959451562875,BESS Krostitz,In Planung,Sachsen,,Batterie,524,727,8000.0,5140.0,20060.0,SSE907509875224
SEE930079683821,Gumtow_SO1/2 Speicher,In Betrieb,Brandenburg,/Date(1786665600000)/,Batterie,524,727,5112.0,5112.0,10030.0,SSE971696244064
SEE953871207675,Höllfeld Solarpark Eppishausen Speicher,In Planung,Bayern,,Batterie,524,727,5100.0,5100.0,11520.0,SSE914367181237
SEE980153322382,Photovoltaik-Speicher-Kraftwerk Kempten,In Planung,Bayern,,Batterie,524,727,5100.0,5100.0,10200.0,SSE916073222976
SEE991686074006,BESS Aurich,In Betrieb,Niedersachsen,/Date(1777248000000)/,Batterie,524,727,5040.0,5040.0,10030.0,SSE922375791300
SEE917146636904,Batteriespeicher-Buch,In Betrieb,Bayern,/Date(1784851200000)/,Batterie,524,727,5040.0,5040.0,8910.0,SSE919266529067
SEE936603223174,Batteriespeicher Gusenburg PV2,In Planung,Rheinland-Pfalz,,Batterie,524,727,5040.0,5040.0,10030.0,SSE977941478529
SEE921117326213,Batteriespeicher-Halbe,In Planung,Brandenburg,,Batterie,524,727,5040.0,5040.0,10000.0,SSE946708222934
SEE944148277316,SMP 28 BESS Durach,In Planung,Bayern,,Batterie,524,727,5016.0,5016.0,10032.0,SSE934697526942
SEE916672472888,Speicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5016.0,5016.0,10032.0,SSE901609010615
SEE944489514293,BESS Elbenhorst,In Planung,Niedersachsen,,Batterie,524,,5015.0,5015.0,10030.0,SSE941044246729
SEE991026048377,BESS Schneeheide 2,In Planung,Niedersachsen,,Batterie,524,,5015.0,5015.0,10030.0,SSE935590892226
SEE986391975526,BESS Eichberg-Lindenberg,In Planung,Niedersachsen,,Batterie,524,,5015.0,5015.0,10030.0,SSE912704236350
SEE924386471219,BESS Schneeheide,In Planung,Niedersachsen,,Batterie,524,,5015.0,5015.0,10030.0,SSE901410709128
SEE978939069606,PIONEXT Batteriespeicher Solarpark Hütschenhausen,In Planung,Rheinland-Pfalz,,Batterie,524,727,5015.0,5015.0,10030.0,SSE969604656351
SEE965716340416,BESS PV-Hassel II,In Planung,Niedersachsen,,Batterie,524,727,5015.0,5015.0,10030.0,SSE968752039849
SEE941395194939,Grünstromspeicher Ramelsloh,In Planung,Niedersachsen,,Batterie,524,727,5014.0,5014.0,10030.0,SSE987597576722
SEE964198735277,Speicher Polt III 5.000 kW(Teil 1),In Betrieb,Mecklenburg-Vorpommern,/Date(1762387200000)/,Batterie,524,727,5000.0,5000.0,11182.08,SSE955397794820
SEE905317595174,Weißenbrunn-Wildenberg BESS,In Planung,Bayern,,Batterie,524,,5000.0,5000.0,10000.0,SSE922091233719
SEE998246318181,Stromspeicher Seißen,In Planung,Baden-Württemberg,,Batterie,524,727,5000.0,5000.0,15000.0,SSE910992596194
SEE909269394618,Speicher UG Glashütte,In Betrieb,Brandenburg,/Date(1785974400000)/,Batterie,524,727,5000.0,5000.0,20060.0,SSE966071951132
SEE965068336488,Speicher Weil III - P23-508,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10160.0,SSE925277355144
SEE945580911486,Speicher Feuchtwangen I + II - P24-164,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10000.0,SSE950393154302
SEE972551584578,wpd Batteriespeicher Empfingen A81,In Planung,Baden-Württemberg,,Batterie,524,727,5000.0,5000.0,10000.0,SSE910051100157
SEE909161779919,Grünstrom Lüchow,In Planung,Niedersachsen,,Batterie,524,,5000.0,5000.0,10000.0,SSE932621041219
SEE930257157069,"Speicher Altdorf bei Nürnberg II - P23-349 - BESS 5.000,00 kW Inn23-2/028",In Betrieb,Bayern,/Date(1769990400000)/,Batterie,524,727,5000.0,5000.0,10160.0,SSE985098577699
SEE998886855763,5 MW Batteriespeicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,5000.0,5000.0,5000.0,SSE971881725569
SEE965347778626,Speicher Altenstadt / Limeshain,In Planung,Hessen,,Batterie,524,727,10030.0,5000.0,10030.0,SSE944265067593
SEE933933692007,BE Eitzing Speicher,In Planung,Bayern,,Batterie,524,,5000.0,5000.0,10030.0,SSE995898304869
SEE926108880835,Agri-PV Steinbergacker Speicher,In Planung,Hessen,,Batterie,524,727,5000.0,5000.0,10000.0,SSE903862678380
SEE999645443085,ECO BATTERY Park 7 | Antdorf,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10030.0,SSE907692895979
SEE926582077950,Bess Finsterwalde Massen 5MW,In Planung,Brandenburg,,Batterie,524,727,5000.0,5000.0,20000.0,SSE908785473128
SEE959642628977,Schülldorf Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,5000.0,5000.0,10000.0,SSE923044550990
SEE906006487756,Speicher Dasing II + IV - P24-137/P24-147,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10000.0,SSE941283304051
SEE980278967635,Sturmwind 2.1,In Planung,Schleswig-Holstein,,Batterie,524,727,5000.0,5000.0,6800.0,SSE956450961357
SEE945555497007,BESS Solarpark Kropp,In Planung,Schleswig-Holstein,,Batterie,524,727,5000.0,5000.0,10030.0,SSE951771965770
SEE979981057283,Sweny,In Planung,Sachsen,,Batterie,524,,5000.0,5000.0,20000.0,SSE975828243796
SEE924266023187,stationärer Batteriespeicher Porsche Leipzig GmbH BT267,In Betrieb,Sachsen,/Date(1719360000000)/,Batterie,524,727,5000.0,5000.0,10000.0,SSE997644812123
SEE928595720434,PV Epe Batt,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5000.0,5000.0,10000.0,SSE921564276857
SEE997470241692,Batterie Dörverden,In Betrieb,Niedersachsen,/Date(1451606400000)/,Batterie,524,727,5000.0,5000.0,3180.0,SSE997745552423
SEE902511338712,Neuhardenberg,In Betrieb,Brandenburg,/Date(1438387200000)/,Batterie,524,727,5000.0,5000.0,5000.0,SSE905233371777
SEE947506517000,BESS Gelsenkirchen,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5000.0,5000.0,10000.0,SSE986210779137
SEE939939070528,Speichersystem: Hybrid-Wechselrichter,In Betrieb,Nordrhein-Westfalen,/Date(1733097600000)/,Batterie,524,727,5000.0,5000.0,4000.0,SSE994001314139
SEE949911940770,Ebersdorf b. Coburg-Kleingarnstadt BESS,In Planung,Bayern,,Batterie,524,,5000.0,5000.0,10000.0,SSE976860229212
SEE998407246025,Batteriespeicher-Park Münster,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5000.0,5000.0,9556.0,SSE983435887975
SEE912471870009,Speicher Schrobenhausen IX - P22-591 - Teil 1,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10160.0,SSE997950009125
SEE910553305739,"Batteriespeicher, Liekfor 4 - 5",In Planung,Nordrhein-Westfalen,,Batterie,524,727,5000.0,5000.0,10030.0,SSE989509690878
SEE949782776300,Speicher Seubersdorf V - P23-554,In Planung,Bayern,,Batterie,524,727,5000.0,5000.0,10000.0,SSE911291014020
SEE979476263335,BESS Wadg,In Planung,Saarland,,Batterie,524,727,5000.0,5000.0,10000.0,SSE960746898562
SEE952092447563,BESS_Gransee_klein,In Planung,Brandenburg,,Batterie,524,727,5000.0,5000.0,10000.0,SSE902963048962
SEE992317777532,Schernfeld-Schönfeld 1.2 BESS,In Planung,Bayern,,Batterie,524,,5000.0,5000.0,10000.0,SSE933994557291
SEE981037701552,Speicher Schrobenhausen-Sandizell I - P20-105 - Teil 5.000 kW BESS Inn24-2/119,In Betrieb,Bayern,/Date(1780876800000)/,Batterie,524,727,5000.0,5000.0,10160.0,SSE966148133973
SEE944230752394,Batteriespeicher Thalheim,In Betrieb,Sachsen-Anhalt,/Date(1784678400000)/,Batterie,524,727,5000.0,5000.0,10030.0,SSE970385522728
SEE900923294442,BESS Altlüdersdorf,In Planung,Brandenburg,,Batterie,524,727,5000.0,5000.0,12500.0,SSE942294956246
SEE901251939616,Teutschenthal 4 Speicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,5000.0,5000.0,10000.0,SSE995421686004
SEE967403086416,Speicher Braunsbedra,In Betrieb,Sachsen-Anhalt,/Date(1722470400000)/,Batterie,524,727,5000.0,5000.0,16416.8,SSE924715718428
SEE958152625766,Speicher Altenschwand,In Planung,Bayern,,Batterie,524,727,4981.0,4981.0,10000.0,SSE967133751615
SEE943803920109,Speicher Göhlsdorf 04/21,In Betrieb,Brandenburg,/Date(1698969600000)/,Batterie,524,732,4900.0,4900.0,9800.0,SSE997649194842
SEE924923815544,Klein Schönwalde Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,4800.0,4800.0,9600.0,SSE914112548438
SEE975263910024,"Grünstromspeicher Krummennaab 4,8 MW",In Planung,Bayern,,Batterie,524,727,4800.0,4800.0,10031.92,SSE944481768496
SEE905032397701,BAT WÖL,In Betrieb,Sachsen,/Date(1534896000000)/,Batterie,524,727,4800.0,4800.0,4800.0,SSE910189436746
SEE930000992411,Batteriespeicher Solaranlage Adorf,In Planung,Sachsen,,Batterie,524,727,4800.0,4800.0,9600.0,SSE949493204598
SEE933114764769,Großenaspe A7,In Planung,Schleswig-Holstein,,Batterie,524,727,6667.0,4800.0,20000.0,SSE912115765388
SEE968182451303,Batterie Borgwardstraße,In Planung,Nordrhein-Westfalen,,Batterie,524,732,4800.0,4800.0,10000.0,SSE987208374181
SEE961970583651,B.E.S.S. Am Bahndamm GmbH,In Planung,Nordrhein-Westfalen,,Batterie,524,732,4800.0,4800.0,10030.0,SSE979875826940
SEE977231455070,Batteriespeicher Inden,In Betrieb,Nordrhein-Westfalen,/Date(1671408000000)/,Batterie,524,727,4800.0,4800.0,9600.0,SSE945133606258
SEE903542702305,Bad Wünnenberg 3 Speicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,4800.0,4800.0,9600.0,SSE992195488490
SEE915526861069,Frankfurt Oder West 1.1 Speicher,In Planung,Brandenburg,,Batterie,524,727,4800.0,4800.0,9600.0,SSE950019797159
SEE997910012318,BESS - PFP,In Planung,Bayern,,Batterie,524,727,4800.0,4800.0,10030.0,SSE965518952510
SEE933255558609,Batteriespeicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,4780.0,4780.0,11608.0,SSE914997633960
SEE934212869257,Speicher Schmelchen,In Betrieb,Bayern,/Date(1727740800000)/,Batterie,524,727,4760.0,4760.0,12192.0,SSE905457120526
SEE978358192312,Speicher Großmehring II - P22-071,In Planung,Bayern,,Batterie,524,727,4750.0,4750.0,9500.0,SSE900144764434
SEE963176274500,MJ 12. Speicher,In Betrieb,Bayern,/Date(1749081600000)/,Batterie,524,727,4750.0,4750.0,13416.0,SSE920070113991
SEE921054334586,BESS Kandel,In Planung,Rheinland-Pfalz,,Batterie,524,727,4750.0,4750.0,10000.0,SSE981205607778
SEE956946074554,BESS BEG Pfaffenhofen,In Planung,Bayern,,Batterie,524,727,4730.0,4730.0,10000.0,SSE993927418280
SEE928480322309,Agri-Photovoltaik Gersheim 2 BESS,In Planung,Saarland,,Batterie,524,727,4600.0,4600.0,10000.0,SSE964147090303
SEE973320703091,BESS 2 AssetCo_Standort Verden,In Betrieb,Niedersachsen,/Date(1776211200000)/,Batterie,524,727,4600.0,4600.0,10864.0,SSE982372268519
SEE955306125264,SP Geislingen Speicher,In Betrieb,Baden-Württemberg,/Date(1773878400000)/,Batterie,524,727,4600.0,4600.0,6708.0,SSE949732415532
SEE971311131281,SP Sigmaringen/Gutenstein-Reisen Speicher,In Planung,Baden-Württemberg,,Batterie,524,727,4600.0,4600.0,4472.0,SSE922893549599
SEE971976373965,Solarpark Adelsheim Speicher,In Betrieb,Baden-Württemberg,/Date(1774310400000)/,Batterie,524,727,4600.0,4600.0,6708.0,SSE989722102486
SEE999898105495,Batterie Priesendorf III,In Planung,Bayern,,Batterie,524,,4580.0,4580.0,11288.0,SSE990423906808
SEE971850267908,Speicher Letschin 04/21,In Betrieb,Brandenburg,/Date(1698969600000)/,Batterie,524,727,4550.0,4550.0,9100.0,SSE941069749786
SEE957605324850,Dürrer Weiher EEG,In Betrieb,Bayern,/Date(1748736000000)/,Batterie,524,727,4500.0,4500.0,13416.0,SSE979066690732
SEE970241367166,MS_01_4500_Brugg,In Planung,Bayern,,Batterie,524,727,4500.0,4500.0,10500.0,SSE945605963285
SEE949851466187,Aufseß Neuhaus Speicher,In Planung,Bayern,,Batterie,524,,4500.0,4500.0,9000.0,SSE976969539991
SEE993960672687,Freiflächen-Photovoltaikanlage Wittstock/Dosse Co-Located BESS,In Planung,Brandenburg,,Batterie,524,727,4500.0,4500.0,10000.0,SSE959642284883
SEE908743126042,Outokumpu Krefeld Bat,Endgültig stillgelegt,Nordrhein-Westfalen,/Date(1640995200000)/,Batterie,524,727,4500.0,4500.0,3800.0,SSE961670310939
SEE992238400885,"Rodenkichen Flur 9 314/3, 315/3, 799/313, 321/1",In Planung,Niedersachsen,,Batterie,524,727,4500.0,4500.0,9000.0,SSE936628601513
SEE936100873810,Batteriespeicher Koppenlohe,In Planung,Bayern,,Batterie,524,727,4500.0,4500.0,9000.0,SSE922172061699
SEE956397716904,Burgstall 4 EEG,In Betrieb,Bayern,/Date(1748736000000)/,Batterie,524,727,4500.0,4500.0,13416.0,SSE953021802842
SEE954832869987,Batteriespeicher Halle 14,In Betrieb,Baden-Württemberg,/Date(1775692800000)/,Batterie,524,727,4472.0,4472.0,8944.0,SSE911125129616
SEE982249837893,Am Bahnweg 3 Speicher,In Betrieb,Bayern,/Date(1784073600000)/,Batterie,524,727,4472.0,4472.0,8944.0,SSE947774936282
SEE996939965117,Speicher zwischen den Bahnen,In Planung,Niedersachsen,,Batterie,524,727,4472.0,4472.0,8944.0,SSE938793183733
SEE939563445327,BESS Hauzenberg,In Planung,Bayern,,Batterie,524,727,4472.0,4472.0,13416.0,SSE936972185707
SEE974266768434,BESS Werksgelände,In Betrieb,Baden-Württemberg,/Date(1783468800000)/,Batterie,524,727,4472.0,4472.0,7490.0,SSE957176003109
SEE985742900385,Reutern - BESS 1,In Betrieb,Bayern,/Date(1775088000000)/,Batterie,524,727,4472.0,4472.0,8944.0,SSE902465694100
SEE944672731872,Seibersdorf - BESS,In Betrieb,Bayern,/Date(1773964800000)/,Batterie,524,727,4472.0,4472.0,8944.0,SSE986508981235
SEE908124563169,Rötenbach - BESS 1,In Betrieb,Baden-Württemberg,/Date(1774915200000)/,Batterie,524,727,4472.0,4472.0,8944.0,SSE985614007327
SEE913171289412,Speicher Velburg VI - P24-288,In Planung,Bayern,,Batterie,524,727,4425.0,4425.0,8850.0,SSE987877619309
SEE935505546220,Speicher Gebot 3 - Inno22,In Planung,Bayern,,Batterie,524,,4420.0,4420.0,8840.0,SSE926997228312
SEE991120310776,Speicher Achstetten,In Planung,Baden-Württemberg,,Batterie,524,727,4420.0,4420.0,8900.0,SSE931572039313
SEE959339286367,Elmenhorst Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,4400.0,4400.0,8800.0,SSE979836842590
SEE946705157512,PV Anlage Öhringen Speicher,In Betrieb,Baden-Württemberg,/Date(1775001600000)/,Batterie,524,727,4400.0,4400.0,6140.0,SSE977242833584
SEE937801091558,Oberberg2a PSW F1,In Betrieb,Bayern,/Date(1167609600000)/,Pumpspeicher,1537,,4400.0,4400.0,42000.0,SSE970268127842
SEE993666165865,Speicher Impulsa Elsterwerda 10 MWh,In Betrieb,Brandenburg,/Date(1783382400000)/,Batterie,524,727,4390.0,4390.0,10020.0,SSE997351146504
SEE999153501024,Batteriespeicher,In Planung,Schleswig-Holstein,,Batterie,524,727,4320.0,4320.0,8580.0,SSE991960528263
SEE906489859750,Speicher Volkershausen,In Betrieb,Bayern,/Date(1730419200000)/,Batterie,524,727,4250.0,4250.0,12194.28,SSE987393324206
SEE966315774480,Dolgelin Speicher,In Betrieb,Brandenburg,/Date(1765929600000)/,Batterie,524,727,4200.0,4200.0,14224.0,SSE933323457049
SEE959926651769,Hh-Batteriespeicher_Werk_Ost_4200,In Betrieb,Hessen,/Date(1609459200000)/,Batterie,524,727,4200.0,4200.0,4200.0,SSE958758381370
SEE998348927175,10 MWh Speicher Deponie Borken-Hoxfeld,In Planung,Nordrhein-Westfalen,,Batterie,524,,5000.0,4200.0,2000.0,SSE972189862161
SEE930312080578,Speicher Lübars,In Betrieb,Sachsen-Anhalt,/Date(1707696000000)/,Batterie,524,732,4200.0,4200.0,8400.0,SSE956115906051
SEE916928060128,innoVent WP Ekernermoor Speicher,In Planung,Niedersachsen,,Batterie,524,727,4200.0,4200.0,8400.0,SSE919344790143
SEE995648037771,Speicher Hilgertshausen-Tandern - P23-320,In Planung,Bayern,,Batterie,524,727,4150.0,4150.0,8300.0,SSE922117712471
SEE907990762690,Speicher Oberschleißheim - P24-056,In Planung,Bayern,,Batterie,524,727,4150.0,4150.0,8300.0,SSE962817009648
SEE971990158586,Speicher PV1,In Betrieb,Baden-Württemberg,/Date(1687996800000)/,Batterie,524,727,4100.0,4100.0,8200.0,SSE954119788314
SEE939416043052,Speicher Beilrode II - Teilanlage 2 (Inn24-1-047),In Planung,Sachsen,,Batterie,524,727,4080.0,4080.0,8170.0,SSE901175399565
SEE972107201331,Batterie Hambach I,In Betrieb,Nordrhein-Westfalen,/Date(1720569600000)/,Batterie,524,727,4060.0,4060.0,8120.0,SSE931931162737
SEE934842271741,Batteriespeicher Jackerath,In Betrieb,Nordrhein-Westfalen,/Date(1693526400000)/,Batterie,524,727,4050.0,4050.0,8100.0,SSE928726456218
SEE954185427155,Batteriespeicher Wilsecker II,In Planung,Rheinland-Pfalz,,Batterie,524,727,4025.0,4025.0,10990.0,SSE962108995070
SEE933438588133,CEC Haren Batteriespeicher,In Betrieb,Niedersachsen,/Date(1700092800000)/,Batterie,524,727,4000.0,4000.0,4800.0,SSE926101218611
SEE967250391541,Batterie Schuppen,In Planung,Rheinland-Pfalz,,Batterie,524,727,4000.0,4000.0,6.24,SSE944599612001
SEE978289806845,"Speicher Martinsheim - P23-148 - 4.000,00 kW Inn23-2/034",In Betrieb,Bayern,/Date(1774828800000)/,Batterie,524,727,4000.0,4000.0,8128.0,SSE982503866065
SEE900944307091,Balder B02 - Speicher,In Betrieb,Mecklenburg-Vorpommern,/Date(1680220800000)/,Batterie,524,727,4000.0,4000.0,4000.0,SSE970175274639
SEE936362340648,P23-567 Solarpark Sparneck - Speicher,In Planung,Bayern,,Batterie,524,,4000.0,4000.0,8000.0,SSE934057853404
SEE952224745826,wpd Batteriespeicher Spechtritz,In Planung,Sachsen,,Batterie,524,727,4000.0,4000.0,8000.0,SSE959794145544
SEE900392059269,PASM Großspeicher Bamberg II (Pixii),In Planung,Bayern,,Batterie,524,727,4000.0,4000.0,24000.0,SSE953968653910
SEE991482064027,Speicher Winterbach (RLP) - P22-252,In Planung,Rheinland-Pfalz,,Batterie,524,727,4000.0,4000.0,8000.0,SSE963139996135
SEE995613098226,Speicher Gelpertsricht,In Betrieb,Bayern,/Date(1769990400000)/,Batterie,524,727,4000.0,4000.0,10160.0,SSE934605848395
SEE993172246942,Speicher Polt III  (Teil 2),In Betrieb,Mecklenburg-Vorpommern,/Date(1762387200000)/,Batterie,524,727,4000.0,4000.0,7454.0,SSE978235648857
SEE922566498834,MM20 - Speicher Bergzow,In Planung,Sachsen-Anhalt,,Batterie,524,727,4000.0,4000.0,8000.0,SSE989885359451
SEE916524366044,illwerke vkw Rifawerk M2,In Betrieb,,/Date(-31536000000)/,Pumpspeicher,1537,,4000.0,4000.0,7762000.0,SSE937652913856
SEE961918480028,Ebersdorf b. Coburg-Kleingarnstadt 2.3 BESS,In Planung,Bayern,,Batterie,524,,4000.0,4000.0,8000.0,SSE907618846160
SEE989632861367,Photovoltaik-Speicher-Kraftwerk Vincenzenbronn,In Planung,Bayern,,Batterie,524,727,4000.0,4000.0,8000.0,SSE920868783061
SEE932055327439,Batteriespeicher Altheim,In Betrieb,Bayern,/Date(1765238400000)/,Batterie,524,727,4000.0,4000.0,8000.0,SSE909039878249
SEE905093362557,Speicher,In Betrieb,Niedersachsen,/Date(1731628800000)/,Batterie,524,727,4000.0,4000.0,9984.0,SSE942260379987
SEE967706303999,Mando Multiwerke 10 - Speicher Königsborn,In Planung,Sachsen-Anhalt,,Batterie,524,727,4000.0,4000.0,8000.0,SSE902310004177
SEE970668457754,Speicher-Fredenbeck23414,In Betrieb,Niedersachsen,/Date(1779321600000)/,Batterie,524,727,4000.0,4000.0,8128.0,SSE991970778733
SEE905777151866,Speicher Siglohe - P24-035,In Planung,Bayern,,Batterie,524,727,4000.0,4000.0,8128.0,SSE960807739520
SEE911506809021,PASM Großspeicher Hannover II (ZTT),In Betrieb,Niedersachsen,/Date(1787788800000)/,Batterie,524,727,4000.0,4000.0,24000.0,SSE955945979488
SEE955678229164,Busbetriebshof Alsterdorf Batteriespeicher,In Betrieb,Hamburg,/Date(1724284800000)/,Batterie,524,727,4000.0,4000.0,4140.0,SSE975091018916
SEE912518222396,APEX 4-MWh-Batteriespeicher SMA,In Betrieb,Mecklenburg-Vorpommern,/Date(1656115200000)/,Batterie,524,727,4000.0,4000.0,4000.0,SSE962336145216
SEE933372231157,"Speicher Beratzhausen III - P23-025 - 4.000,00 kW Inn23-2/039",In Betrieb,Bayern,/Date(1774828800000)/,Batterie,524,727,4000.0,4000.0,8128.0,SSE962632795764
SEE944089463014,Batteriespeicher Unsbach,In Betrieb,Bayern,/Date(1765324800000)/,Batterie,524,727,4000.0,4000.0,8000.0,SSE989872214077
SEE926237890071,Speicher Seetz - P22-360,In Planung,Brandenburg,,Batterie,524,727,4000.0,4000.0,8000.0,SSE944729668656
SEE916498442492,Batteriespeicher Schläberig,In Betrieb,Hessen,/Date(1774483200000)/,Batterie,524,727,4000.0,4000.0,8360.0,SSE946540516017
SEE922419700923,"Speicher Schweitenkirchen - P22-472 - 4.000,00 kW BESS Inn23-2/024",In Betrieb,Bayern,/Date(1769990400000)/,Batterie,524,727,4000.0,4000.0,8128.0,SSE953903975305
SEE907120686209,illwerke vkw Rifawerk M1,In Betrieb,,/Date(-31536000000)/,Pumpspeicher,1537,,4000.0,4000.0,7762000.0,SSE937652913856
SEE935930300749,BEE - BESS Dornheim,In Planung,Thüringen,,Batterie,524,727,4000.0,4000.0,6765.0,SSE934013751041
SEE948849620143,BESS Förstenreuth II,In Planung,Bayern,,Batterie,524,727,3980.0,3980.0,7960.0,SSE913942731027
SEE917726221339,Wustermark Speicher,In Planung,Brandenburg,,Batterie,524,727,3900.0,3900.0,7800.0,SSE990306623471
SEE936168777976,Batteriespeicher Lengerich,In Planung,Nordrhein-Westfalen,,Batterie,524,727,3850.0,3850.0,8400.0,SSE932780667916
SEE989130828251,BESS Leer,In Betrieb,Niedersachsen,/Date(1774396800000)/,Batterie,524,727,3840.0,3840.0,8944.0,SSE931639095689
SEE957886026795,Speicher Gebot 3,In Planung,Brandenburg,,Batterie,524,727,3808.0,3808.0,7700.0,SSE905042183653
SEE993715624916,Tiste BESS 3,In Betrieb,Niedersachsen,/Date(1777852800000)/,Batterie,524,727,3800.0,3800.0,8256.67,SSE930963993999
SEE906551585525,Speicher PVA_G9,In Betrieb,Mecklenburg-Vorpommern,/Date(1674691200000)/,Batterie,524,727,3800.0,3800.0,9000.0,SSE911985020436
SEE954252697900,W2_Powergrid_1,In Planung,Baden-Württemberg,,Batterie,524,727,3800.0,3800.0,4472.4,SSE985657020116
SEE998788206953,SP Berngau Speicher,In Planung,Bayern,,Batterie,524,727,3800.0,3800.0,7600.0,SSE985836142042
